"desc_archivo","nro_veces",,,,
,,,,,
DESIGANCION SECRATARIO SIE-HTMC-225-2018,1,,,,
,,,,,
DESIGANCION SECREATARIO,1,,,,
,,,,,
DESIGANCIO RESPONSABLES DE LA DASE PRECONTRACTUAL,1,,,,
,,,,,
DESIGANDO SECRETARIO,1,,,,
,,,,,
DESIGMACION SECRETARIA,1,,,,
,,,,,
designacin de secretario,1,,,,
,,,,,
designacion,1,,,,
,,,,,
DESIGNACI�N - ACTA DE OFERTAS,1,,,,
,,,,,
Designaci�n Ad Contrato,1,,,,
,,,,,
DESIGNACION ADMI DE CONTRATO,1,,,,
,,,,,
Designaci�n administrador de contrato,1,,,,
,,,,,
Designaci�n Administrador de contrato,1,,,,
,,,,,
DESIGNACION ADMINISTRADOR DE CONTRATO Y COMISION TECNICA,1,,,,
,,,,,
Designacion administrador y tecnico,1,,,,
,,,,,
DESIGNACI�N CAMBIO DE COMISI�N T�CNICA 1,1,,,,
,,,,,
DESIGNACI�N CAMBIO DE COMISI�N T�CNICA 2,1,,,,
,,,,,
DESIGNACI�N CAMBIO DE COMISI�N T�CNICA 3,1,,,,
,,,,,
DESIGNACION CAMBIO PRESIDENTE,1,,,,
,,,,,
DESIGNACI�N COMISI�N,1,,,,
,,,,,
DESIGNACION COMISION 1,1,,,,
,,,,,
DESIGNACION COMISION DE EVALUACION,1,,,,
,,,,,
DESIGNACION COMISION MULTIMEDIA,1,,,,
,,,,,
DESIGNACION COMISION RECEPCION,1,,,,
,,,,,
DESIGNACION COMISION RECEPCION ACTA DEFINITIVA,1,,,,
,,,,,
Designacion Comision tecnica,1,,,,
,,,,,
DESIGNACION COMISI�N T�CNICA,1,,,,
,,,,,
DESIGNACION COMISION TECNICA PARA ADQUISICION DE DISPOSITIVOS MEDIOS,1,,,,
,,,,,
DESIGNACI�N COMISI�N T�CNICA REEMPLAZO,1,,,,
,,,,,
DESIGNACION COMISION TECNICA Y SECRETARIA,1,,,,
,,,,,
DESIGNACION COMISION Y ADMINISTRADOR,1,,,,
,,,,,
DESIGNACION COMO SECRETARIA DE LA COMISION TECNICA,1,,,,
,,,,,
Designacion como Secretario de la Delegacion Tecnica,1,,,,
,,,,,
DESIGNACION COORDINADORA,1,,,,
,,,,,
designacion de administrador de contrato,1,,,,
,,,,,
Designacion de Administrador de contrato,1,,,,
,,,,,
DESIGNACION DE ADMINISTRADOR DE CONTRATO,1,,,,
,,,,,
DESIGNACI�N DE ADMINISTRADOR DE CONTRATO,1,,,,
,,,,,
DESIGNACION DE ADMINISTRADORES,1,,,,
,,,,,
DESIGNACION DE ADMINISTRADOR Y FISCALIZADOR,1,,,,
,,,,,
Designacion_de_administrador_y_tecnico,1,,,,
,,,,,
DESIGNACION DE ANALISTA PARA MANEJO DEL PORTAL,1,,,,
,,,,,
Designaci�n de apoyo,1,,,,
,,,,,
DESIGNACION DE COMISICION TECNICA,1,,,,
,,,,,
DESIGNACI�N DE COMISI�N,1,,,,
,,,,,
DESIGNACION DE COMISIONES TECNICAS,1,,,,
,,,,,
DESIGNACION DE COMISION NUEVA,1,,,,
,,,,,
DESIGNACION DE COMISION PARA APERTURA DE OFERTAS,1,,,,
,,,,,
DESIGNACION DE COMISION TEC DE CALIFICACION,1,,,,
,,,,,
DESIGNACION DE COMISION TECNICA.,1,,,,
,,,,,
DESIGNACI�N DE COMISI�N TECNICA,1,,,,
,,,,,
Designaci�n de comisi�n t�cnica,1,,,,
,,,,,
DESIGNACION DE COMISION TECNICA PARA LA ADQUISICION,1,,,,
,,,,,
DESIGNACION DE COMISION TECNICA Y DE ADMINISTRADOR DEL CONTRATO,1,,,,
,,,,,
Designacion de delegacion,1,,,,
,,,,,
DESIGNACION DE DELEGACIONES TECNICAS POSTURALES,1,,,,
,,,,,
DESIGNACI�N DE DELEGADA,1,,,,
,,,,,
DESIGNACION DE DELEGADA DE LA MAXIMA AUTORIDAD,1,,,,
,,,,,
DESIGNACION DE DELEGADAS TECNICAS,1,,,,
,,,,,
DESIGNACION DE DELEGADA TECNICA,1,,,,
,,,,,
DESIGNACION DE DELEGADA Y ADMINISTRADOR DE CONTRATO,1,,,,
,,,,,
DESIGNACION DE DELEGADO CON SUMILLA,1,,,,
,,,,,
DESIGNACION DE DELEGADO IESS-HCAM-JACP-2022-2323-M,1,,,,
,,,,,
Designacion de Delegado Precontractual,1,,,,
,,,,,
Designacion de delegados responsables,1,,,,
,,,,,
DESIGNACION DE DELEGADO Y ADMINISTRADOR DE CONTRATO,1,,,,
,,,,,
DESIGNACI�N DE DELEGADO Y ADMINISTRADOR DE CONTRATO,1,,,,
,,,,,
DESIGNACION DE DELEGADO Y ADMINISTRADOR DEL CONTRATO,1,,,,
,,,,,
DESIGNACI�N DE EVALUADORES,1,,,,
,,,,,
DESIGNACION DE FUNCIONARIOS COMISION FINANCIERO Y JURIDICO,1,,,,
,,,,,
DESIGNACION DE GRUPO DE TRABAJO,1,,,,
,,,,,
DESIGNACI�N DE LA COMISI�N,1,,,,
,,,,,
DESIGNACI�N DE LA COMISI�N T�CNICA Y ADMINISTRADOR DE CONTRATO,1,,,,
,,,,,
DESIGNACION DE LA DELEGACION,1,,,,
,,,,,
DESIGNACION DE LA DELEGACION TECNICA,1,,,,
,,,,,
Designaci�n de la delegaci�n t�cnica apertura de ofertas,1,,,,
,,,,,
DESIGNACION DE LA SECRETARIA DE LA COMISION TECNICA,1,,,,
,,,,,
DESIGNACION DEL DELEGADO,1,,,,
,,,,,
designaci�n del Delegado,1,,,,
,,,,,
DESIGNACION DEL DELEGADO DEL AREA REQUIRENTE,1,,,,
,,,,,
DESIGNACION DELEGACION TECNICA SIE 088-20,1,,,,
,,,,,
DESIGNACION DELEGADAS TECNICAS,1,,,,
,,,,,
DESIGNACION DELEGADA TECNICA,1,,,,
,,,,,
Designacion delegado de gerencia Memorando Nro. CELEC-EP-HAG-2019-1100-MEM,1,,,,
,,,,,
Designacion Delegado de la Maxima Autoridad,1,,,,
,,,,,
DESIGNACION DELEGADO II,1,,,,
,,,,,
DESIGNACION DELEGADO MAX AUT,1,,,,
,,,,,
DESIGNACION DELEGADO MAXIMA AUTORIDAD Y DELEGADO TECNICO,1,,,,
,,,,,
DESIGNACION DELEGADOS PRECONTRACTUALES,1,,,,
,,,,,
DESIGNACION DE LOS RESPONSABLES DE LA FASE PRECONTRACTUAL,1,,,,
,,,,,
Designacion del secretario de la comision tecnica,1,,,,
,,,,,
DESIGNACION DEL SECRETARIO POR PARTE DE LA COMISION TECNICA,1,,,,
,,,,,
Designacion de Miembro de la Comision Tecnica,1,,,,
,,,,,
DESIGNACION DE NUEVA COMISION SIE HTMC 100,1,,,,
,,,,,
Designacion de nuevo presidente,1,,,,
,,,,,
DESIGNACION DE NUEVO SECRETARIO DE COMISION TECNICA,1,,,,
,,,,,
DESIGNACION DE OPERADOR DE PORTAL,1,,,,
,,,,,
DESIGNACION DE PRESIDENTA DE COMISION TECNICA,1,,,,
,,,,,
DESIGNACION DE PRESIDENTE,1,,,,
,,,,,
DESIGNACI�N DE PRESIDENTE DE COMISI�N T�CNICA ENCARGADO,1,,,,
,,,,,
DESIGNACI�N DE PROCESO,1,,,,
,,,,,
DESIGNACION DE PROFESIONAL AFIN COMISION TECNICA,1,,,,
,,,,,
DESIGNACION DE RESPONSABLES 2,1,,,,
,,,,,
DESIGNACION DE RESPONSABLES DE FASE PRECONTRACTUAL,1,,,,
,,,,,
DESIGNACION DE RESPONSABLES DE LA ETAPA PRECONTRACTUAL,1,,,,
,,,,,
DESIGNACION DE RESPONSABLES DE LA FASE PRECONTRACTUAL,1,,,,
,,,,,
DESIGNACION DE RESPONSABLES ETAPA PRECONTRACTUAL,1,,,,
,,,,,
DESIGNACION DE RESPONSABLES FASE PRECONTRACTUAL,1,,,,
,,,,,
DESIGNACION DE RESPOSABLES FASE PRECONTRACTUAL,1,,,,
,,,,,
DESIGNACION DE SECREATIO,1,,,,
,,,,,
Designaci�n de Secretaria,1,,,,
,,,,,
DESIGNACION DE SECRETARIA_1,1,,,,
,,,,,
Designacion de Secretaria AD-HOC,1,,,,
,,,,,
Designacion de secretaria comision CELEC-EP-HAG-2022-1570-MEM,1,,,,
,,,,,
Designaci�n de secretaria comisi�n t�cnica,1,,,,
,,,,,
DESIGNACION DE SECRETARIA DE COMISION,1,,,,
,,,,,
DESIGNACI�N DE SECRETARIA DE COMISI�N T�CNICA,1,,,,
,,,,,
DESIGNACION DE SECRETARIA DE DELEGACION TECNICA,1,,,,
,,,,,
DESIGNACI�N DE SECRETARIA DE LA COMISI�N,1,,,,
,,,,,
DESIGNACI�N DE SECRETARIA DE LA COMISI�N T�CNICA,1,,,,
,,,,,
DESIGNACION DE SECRETARIA DEL PROCESO,1,,,,
,,,,,
Designacion de Secretaria Limpieza,1,,,,
,,,,,
Designaci�n de Secretaria Mallas,1,,,,
,,,,,
Designacion de Secretaria-signed-signed,1,,,,
,,,,,
DESIGNACI�N DE SECRETARIA-signed-signed.pdf,1,,,,
,,,,,
Designacion de Secretaria-signed-signed-signed,1,,,,
,,,,,
Designacion de Secretaria TAMSULOSINA-1-signed-signed,1,,,,
,,,,,
Designacio?n de Secretario,1,,,,
,,,,,
DESIGNACION DESECRETARIO,1,,,,
,,,,,
designaci�n de secretario,1,,,,
,,,,,
DESIGNACION DE SECRETARIO 1,1,,,,
,,,,,
DESIGNACION DE SECRETARIO 2,1,,,,
,,,,,
DESIGNACION DE SECRETARIO 3,1,,,,
,,,,,
Designaci�n de Secretario Comisi�n,1,,,,
,,,,,
DESIGNACION DE SECRETARIO DE COMISION,1,,,,
,,,,,
DESIGNACION DE SECRETARIO DE LA COMISION,1,,,,
,,,,,
DESIGNACI�N DE SECRETARIO DE LA COMISION,1,,,,
,,,,,
DESIGNACION DE SECRETARIO DEL PROCESO,1,,,,
,,,,,
DESIGNACION DE SECRETARIODESIGNACION DE SECRETARIO,1,,,,
,,,,,
Designacion de Secretario H SIE 070-21,1,,,,
,,,,,
Designaci�n de Secretario H SIE 122-21,1,,,,
,,,,,
DESIGNACION DE SECRETARIO SIE206,1,,,,
,,,,,
DESIGNACION DE SECRETARIO SIE-HTMC-047-2020.pdf,1,,,,
,,,,,
DESIGNACION DE SECRETARIO SIE-HTMC-074-2018,1,,,,
,,,,,
DESIGNACION DE SECRETARIO SIE HTMC 100,1,,,,
,,,,,
DESIGNACION DE SECRETARIO Y COMISICION,1,,,,
,,,,,
DESIGNACION DE SECRETARIO Y COMISION TECNICA,1,,,,
,,,,,
DESIGNACION DE SUMILLA,1,,,,
,,,,,
DESIGNACION DE TECNICO ENCARGADO DE PROCESO,1,,,,
,,,,,
DESIGNACI�N EQUIPO TECNICO,1,,,,
,,,,,
Designaciones 699.pdf,1,,,,
,,,,,
DESIGNACIONES - COMISION TECNICA,1,,,,
,,,,,
DESIGNACIONES CON SUMILLA,1,,,,
,,,,,
Designaciones de Comisi�n t�cnica,1,,,,
,,,,,
DESIGNACION EVALUACION,1,,,,
,,,,,
DESIGNACION FIRMADA POR DELEGATARIO,1,,,,
,,,,,
DESIGNACION FUNCIONARIO,1,,,,
,,,,,
DESIGNACION FUNCIONARIO DE APOYO,1,,,,
,,,,,
DESIGNACION GRUPO DE APOYO,1,,,,
,,,,,
designacion jorgito GPA-GAL-2022-0156-M,1,,,,
,,,,,
Designacion memorando 0133-M,1,,,,
,,,,,
DESIGNACION MIEMBRO AFIN,1,,,,
,,,,,
DESIGNACION MIEMBROS COMISION,1,,,,
,,,,,
DESIGNACION MIEMBROS DE DELEGACION TECNICA,1,,,,
,,,,,
DESIGNACION MIEMBROS DELEGADOS,1,,,,
,,,,,
DESIGNACION NUEVO RESPONSABLE ETAPA PRECONTRACTUAL,1,,,,
,,,,,
DESIGNACION NUEVOS FUNCIONARIOS,1,,,,
,,,,,
DESIGNACI�N OFERENTES,1,,,,
,,,,,
Designaci�n operador del portal,1,,,,
,,,,,
DESIGNACION PRESIDENTE COMISION TECNICA,1,,,,
,,,,,
DESIGNACION PROCESO DE COMPRA PARA LA ADQUISICION,1,,,,
,,,,,
DESIGNACION PROCESO SIE-HTMC-047-2020.pdf,1,,,,
,,,,,
Designacion Registro de Sumillas,1,,,,
,,,,,
DESIGNACION RESPONSABLE ETAPA PRECONTRACTUAL,1,,,,
,,,,,
Designacion Responsable Proceso,1,,,,
,,,,,
DESIGNACION RESPONSABLE REVISION DE OFICIO,1,,,,
,,,,,
DESIGNACION RESPONSABLES ETAPA PRECONTRACTUAL,1,,,,
,,,,,
DESIGNACION RESPONSABLES FASE PRE CONTRACTUAL,1,,,,
,,,,,
Designacion secretaria,1,,,,
,,,,,
DESIGNACION_SECRETARIA,1,,,,
,,,,,
Designaci�n secretaria,1,,,,
,,,,,
DESIGNACION SECRETARIA_1,1,,,,
,,,,,
DESIGNACION SECRETARIA COMISION,1,,,,
,,,,,
DESIGNACI�N SECRETARIA DE LA COMISION,1,,,,
,,,,,
DESIGNACION SECRETARIA DE LA COMISION TECNICA,1,,,,
,,,,,
Designaci�n Secretaria de la Comisi�n T�cnica,1,,,,
,,,,,
DESIGNACION SECRETARIA DEL PROCESO,1,,,,
,,,,,
DESIGNACION SECRETARIA DE PROCESO,1,,,,
,,,,,
DESIGNACION SECRETARIA FIRMADO,1,,,,
,,,,,
DESIGNACI�N SECRETARIA PROCESO,1,,,,
,,,,,
Designacion Secretaria S. Espinosa,1,,,,
,,,,,
DESIGNACION SECRETARIA SIE 048-22 FIRMADO,1,,,,
,,,,,
DESIGNACION SECRETARIA SIE 119 FIRMADO,1,,,,
,,,,,
DESIGNACION SECRETARIA Y ACTA 1,1,,,,
,,,,,
Designacion Secretaria y Delegados,1,,,,
,,,,,
designacion secretario,1,,,,
,,,,,
Designacion secretario,1,,,,
,,,,,
DESIGNACION_SECRETARIO,1,,,,
,,,,,
DESIGNACION SECRETARIO 396,1,,,,
,,,,,
DESIGNACION SECRETARIO COMISION,1,,,,
,,,,,
Designacion secretario comision T�cnica,1,,,,
,,,,,
DESIGNACION SECRETARIO DE COMISION,1,,,,
,,,,,
Designacion secretario de la comision tecnica,1,,,,
,,,,,
DESIGNACION SECRETARIOESTUDIO DE MERCADO,1,,,,
,,,,,
DESIGNACI�N SECRETARIO PROCESO,1,,,,
,,,,,
DESIGNACION SECRETARIO SIE 012 R,1,,,,
,,,,,
DESIGNACION SECRETARIO SIE-HTMC-103-2019,1,,,,
,,,,,
DESIGNACION SECRETARIO SIE-HTMC-124-2019,1,,,,
,,,,,
DESIGNACION SECRETARIO SIE-HTMC-140-2019,1,,,,
,,,,,
DESIGNACION SECRETARIO SIE-HTMC-198-2018,1,,,,
,,,,,
DESIGNACION SECRETARIO SIE-HTMC-229-2018,1,,,,
,,,,,
DESIGNACION SUBCOMISION,1,,,,
,,,,,
DESIGNACION SUB COMISION DE APOYO,1,,,,
,,,,,
DESIGNACION SUB COMISION DE APOYO -SIE-03-IESS-SDNCP-18,1,,,,
,,,,,
DESIGNACION SUBCOORDINADORA,1,,,,
,,,,,
DESIGNACION TECNICO ETAPA PRECONTRACTUAL,1,,,,
,,,,,
DESIGNACI�N Y NOTIFICACI�N COMISI�N T�CNICA,1,,,,
,,,,,
DESIGNACI�N Y NOTIFICACI�N COMISI�N T�CNICA CAMBIO,1,,,,
,,,,,
Designacion y Notificacion de Delegados,1,,,,
,,,,,
DESIGNACION Y NOTIFICACION DEL DELEGADO TECNICO,1,,,,
,,,,,
DESIGNACION Y NOTIFICACION DE SECRETARIA,1,,,,
,,,,,
DESIGNADO SECRETARIO,1,,,,
,,,,,
DESIGNAICON SECRETARIA,1,,,,
,,,,,
Designancion y notificacion secretario comisi�n t�cnica,1,,,,
,,,,,
designar,1,,,,
,,,,,
DESIGN CT Y SECRETARIA -SIE-03-IESS-SDNCP-18,1,,,,
,,,,,
DESINACION SECRETARIO,1,,,,
,,,,,
DESINACION SECRETARIO 1,1,,,,
,,,,,
DESINACION SECRETARIO 2,1,,,,
,,,,,
DESINACIO SECRETARIO,1,,,,
,,,,,
DESISTIMIENTO DE CONTRATO,1,,,,
,,,,,
DESISTIMIENTO SIE-HJMVIT-07-2014,1,,,,
,,,,,
DESIWERTOS,1,,,,
,,,,,
DETALLE,1,,,,
,,,,,
detalle_aceites_iasa,1,,,,
,,,,,
DETALLE DE CALCULO PRESUPUESTO REFERENCIAL,1,,,,
,,,,,
DETALLE DE CANTIDADES,1,,,,
,,,,,
DETALLE DE EVALUACI�N OFERTA 01,1,,,,
,,,,,
DETALLE DE EVALUACI�N OFERTA 02,1,,,,
,,,,,
DETALLE DE EVALUACI�N OFERTA 03,1,,,,
,,,,,
DETALLE DE ITEMS PARA CALCULO,1,,,,
,,,,,
Detalle del informe,1,,,,
,,,,,
DETALLE DEL MOTIVO DE LA DECLARATORIA DESIERTO,1,,,,
,,,,,
detalle del pac,1,,,,
,,,,,
Detalle del Plan Anual de Contratacion,1,,,,
,,,,,
DETALLE DE NO EXISTIR PAGO,1,,,,
,,,,,
DETALLE DE OBJETOS DE COMPRA,1,,,,
,,,,,
DETALLE DE OFERTAS,1,,,,
,,,,,
DETALLE DE OFERTAS ELECTR�NICAS,1,,,,
,,,,,
DETALLE DE PARTICIPANTES,1,,,,
,,,,,
DETALLE DE PROFORMAS RECIBIDAS A TRAVES DEL PORTAL,1,,,,
,,,,,
DETALLE DE RECEPCION,1,,,,
,,,,,
Detalle informes,1,,,,
,,,,,
detalle PAC,1,,,,
,,,,,
Detalle PAC,1,,,,
,,,,,
DETALLE PAC,1,,,,
,,,,,
DETALLE TECNICO,1,,,,
,,,,,
DETERMINACION DE ESTUDIO DE MERCADO SIC 2019423,1,,,,
,,,,,
DETERMINACION DEL PRESUPUESTA REFERENCIAL 396,1,,,,
,,,,,
DETERMINACION DEL PRESUPUESTO R,1,,,,
,,,,,
DETERMINACION DEL PRESUPUESTO REFERENCIAL ESTUDIO DE MERCADO,1,,,,
,,,,,
DETERMINACION DEL PRESUPUESTO REFERENCIAL SIE-HTMC-013-2018,1,,,,
,,,,,
DETERMINACION DE PRESPUESTO REFERENCIAL,1,,,,
,,,,,
determinacion de presupuesto 1,1,,,,
,,,,,
Determinacion de presupuesto 1,1,,,,
,,,,,
Determinacion de presupuesto 2,1,,,,
,,,,,
determinaci�n de presupuesto 2,1,,,,
,,,,,
DETERMINACI�N DE PRESUPUESTO 2,1,,,,
,,,,,
DETERMINACION DE PRESUPUESTO ADQUISICION DE INSUMOS 6-04-2021,1,,,,
,,,,,
DETERMINACION DE PRESUPUESTO PARTE 1,1,,,,
,,,,,
DETERMINACION DE PRESUPUESTO PARTE 2,1,,,,
,,,,,
DETERMINACION DE PRESUPUESTO PARTE 3,1,,,,
,,,,,
DETERMINACI�N DE PRESUPUESTO REFERENCIAL,1,,,,
,,,,,
Determinacion de presupueto,1,,,,
,,,,,
DETERMINACION DE PROCEDIMIENTO,1,,,,
,,,,,
DETERMINACION_NECESIDAD,1,,,,
,,,,,
DETERMINACION PRECIO REFERENCIAL,1,,,,
,,,,,
DETERMINACION PRE REF RESOL 00072 2016,1,,,,
,,,,,
DETERMINACION PRESPUESTO REFERENCIAL RESOL 00072-2016,1,,,,
,,,,,
DETERMINACION PRES REF RESOL 0072 2016,1,,,,
,,,,,
Determinacion Presup Referencial,1,,,,
,,,,,
Determinacion presupuestaria 1,1,,,,
,,,,,
Determinacion presupuestaria 2,1,,,,
,,,,,
Determinacion presupuestaria 3,1,,,,
,,,,,
Determinacion presupuestaria 4,1,,,,
,,,,,
DETERMINACI�N PRESUPUESTO,1,,,,
,,,,,
DETERMINACION PRESUPUESTO REFERECNIAL,1,,,,
,,,,,
Determinaci�n Presupuesto Referencial,1,,,,
,,,,,
DETERMINACION PRESUPUESTO REFERENCIAL 1-2,1,,,,
,,,,,
DETERMINACION PRESUPUESTO REFERENCIAL 2-2,1,,,,
,,,,,
DETERMINACION PRESUPUESTO REFERENCIAL SIC 2019657,1,,,,
,,,,,
determinacion_presupuesto_referencial-signed-signed-signed,1,,,,
,,,,,
Determinanci�n del presupuesto referencial,1,,,,
,,,,,
DETERMINAR LA NECESIDAD,1,,,,
,,,,,
DETERRMINACION PRESP REFERENCIAL,1,,,,
,,,,,
detrminacion presupuesto referencial,1,,,,
,,,,,
DEVANTAMIENTO SUSPENSION,1,,,,
,,,,,
DEVOLUCION CON LAS RESOLUCIONES DE DECLARATORIA DE DESIERTO Y REAPERTURA,1,,,,
,,,,,
DEVOLUCION DE CONTRACTUAL EXPED,1,,,,
,,,,,
DEVOLUCION DE EXPEDIENTE,1,,,,
,,,,,
DEVOLUCION DE EXPEDIENTE A LA COMISION TECNICA,1,,,,
,,,,,
DEVOLUCION DEL EXPEDIENTE,1,,,,
,,,,,
DEVOLUCION DEL EXPEDIENTE CON LAS RESOLUCIONES,1,,,,
,,,,,
DEVOLUCION DEL PROCESO,1,,,,
,,,,,
DEVOLUCION DEL PROCESO IESS-HCAM-JACP-2021-4857-M-1,1,,,,
,,,,,
Devoluci�n de p�liza,1,,,,
,,,,,
DEVOLUCION DE POLIZAS,1,,,,
,,,,,
DEVOLUCION DE TRAMITE,1,,,,
,,,,,
DEVOLUCION EXPEDIENTE,1,,,,
,,,,,
Devoluci�n Expediente al �rea Requirente,1,,,,
,,,,,
Devoluci�n Expediente Jur�dico,1,,,,
,,,,,
Devolucion Solicitud Desierto,1,,,,
,,,,,
DGOP-2643-2020 OFICIO SOLICITUD DE DESIERTO,1,,,,
,,,,,
DGOP-2656-2020 alcance oficio declaracion desierto,1,,,,
,,,,,
DH,1,,,,
,,,,,
DI-2020-1287 DELEGACION MAXIMO ANDRAMUNO,1,,,,
,,,,,
DI-2020-1287 Delegaci�n Maximo Andramu�o,1,,,,
,,,,,
DI-2021-737 Necesidad -signed,1,,,,
,,,,,
DI-2022-124 Oficio de contratacion,1,,,,
,,,,,
dicierto,1,,,,
,,,,,
DicloxacilinaCaps_informe modificado2021-signed,1,,,,
,,,,,
DICTAMEN DE ACTUALIZACION DE PRIORIDAD,1,,,,
,,,,,
DICTAMEN DE STP,1,,,,
,,,,,
DICTAMEN FAVORABLE,1,,,,
,,,,,
DICTAMEN SERCOP,1,,,,
,,,,,
DIEMPEC,1,,,,
,,,,,
DIERECTRICES PARA COMISIONES TECNICAS,1,,,,
,,,,,
DIFARMEDIC 1,1,,,,
,,,,,
DIFARMEDIC 10,1,,,,
,,,,,
DIFARMEDIC 11,1,,,,
,,,,,
DIFARMEDIC 12,1,,,,
,,,,,
DIFARMEDIC 13,1,,,,
,,,,,
DIFARMEDIC 14,1,,,,
,,,,,
DIFARMEDIC 15,1,,,,
,,,,,
DIFARMEDIC 16,1,,,,
,,,,,
DIFARMEDIC 17,1,,,,
,,,,,
DIFARMEDIC 18,1,,,,
,,,,,
DIFARMEDIC 19,1,,,,
,,,,,
DIFARMEDIC 2,1,,,,
,,,,,
DIFARMEDIC 3,1,,,,
,,,,,
DIFARMEDIC 4,1,,,,
,,,,,
DIFARMEDIC 5,1,,,,
,,,,,
DIFARMEDIC 6,1,,,,
,,,,,
DIFARMEDIC 7,1,,,,
,,,,,
DIFARMEDIC 8,1,,,,
,,,,,
DIFARMEDIC 9,1,,,,
,,,,,
DIGITAL OFERTA,1,,,,
,,,,,
DIN-2021-0296-M SUGERENCIA DECLARAR DESIERTO,1,,,,
,,,,,
DIO CALCULO DEL PRESUPUESTO REFERENCIAL,1,,,,
,,,,,
DIOSTRIBUIDOR EXCLUSIVO,1,,,,
,,,,,
DIR-00000902 - ADQUISICION SELLANTE BITUMINOSO - SOAD,1,,,,
,,,,,
DIR-01710 - ADQUISICION HORMIGON HIDRAULICO,1,,,,
,,,,,
DIR3439 Envio DCP Adquisicion Hormigon 4-5 SOAD-signed,1,,,,
,,,,,
DIR3933 - FE - SOAD - Envio DCP Adquisicion de Hormigon 4-5 MPA-signed,1,,,,
,,,,,
DIR5525 FE SOAD - Envio DCP Aquinaria D2-signed,1,,,,
,,,,,
DIR5525 - FE - SOAD - Envio DCP Aquinaria D2-signed,1,,,,
,,,,,
DIR5623 - FE - SOAD - Env�o DCP Alcance Alquiler Maquinaria D3-s,1,,,,
,,,,,
DIR5722 - SOAD DCP Alcance Alquiler de Maqu D2-signed,1,,,,
,,,,,
DIR-7251 - Oficio de requerimiento-signed,1,,,,
,,,,,
direcrices,1,,,,
,,,,,
DIRECTOR �REA REQUIRENTE SUGIERE DECLARAR DESIERTO EL PROCESO,1,,,,
,,,,,
DIRECTRICES CERTIFICACION PRESUPUESTARIA,1,,,,
,,,,,
DIRECTRICES DEL PROYECTO,1,,,,
,,,,,
DIRECTRICES FINANZAS,1,,,,
,,,,,
Directrices para las adquisiciones 2018,1,,,,
,,,,,
Directrices Sercop,1,,,,
,,,,,
DIRECTRICES SRI,1,,,,
,,,,,
DIS 2021 MB-signed,1,,,,
,,,,,
DIS 2021 UM2 1signed,1,,,,
,,,,,
DIS 2021 UM2 signed,1,,,,
,,,,,
DISERTO,1,,,,
,,,,,
Disierta,1,,,,
,,,,,
disiertaresolucion,1,,,,
,,,,,
disierto,1,,,,
,,,,,
DISIERTO,1,,,,
,,,,,
DISIERTO RESOLUCION,1,,,,
,,,,,
DIS-MEM-0047-2022,1,,,,
,,,,,
dispocicion de publicacion,1,,,,
,,,,,
DISPOCISION GERENCIA,1,,,,
,,,,,
Disponibiidad presupuestaria,1,,,,
,,,,,
Disponibilida,1,,,,
,,,,,
disponibilidad,1,,,,
,,,,,
DISPONIBILIDAD 12 POR CIENTO,1,,,,
,,,,,
DISPONIBILIDAD 2022 IESS-HJCA-CGF-2021-3725-M,1,,,,
,,,,,
DISPONIBILIDAD 9741,1,,,,
,,,,,
DISPONIBILIDAD 9742,1,,,,
,,,,,
disponibilidad de fondos,1,,,,
,,,,,
DISPONIBILIDAD DE FONDOS PRESENTE,1,,,,
,,,,,
DISPONIBILIDAD DE FONDOS Y REPROGRAMACION,1,,,,
,,,,,
DISPONIBILIDAD DE IVA,1,,,,
,,,,,
DISPONIBILIDAD DEL IVA,1,,,,
,,,,,
DISPONIBILIDAD DEL IVA 2021,1,,,,
,,,,,
DISPONIBILIDAD DE RECURSOS FUTUROS,1,,,,
,,,,,
Disponibilidad Econ�mica,1,,,,
,,,,,
DISPONIBILIDAD FUTURA,1,,,,
,,,,,
DISPONIBILIDAD IVA,1,,,,
,,,,,
disponibilidad.pdf,1,,,,
,,,,,
DISPONIBILIDAD.pdf,1,,,,
,,,,,
Disponibilidad prespuestaria 2022,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESARIA,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA.,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA 1,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA 2,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA 2018,1,,,,
,,,,,
Disponibilidad presupuestaria 2021-7934-signed-signed,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA 346,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA 396,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA 4276,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA 5039,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA 680,1,,,,
,,,,,
Disponibilidad presupuestaria 699.pdf,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA ACTUALIZADA,1,,,,
,,,,,
Disponibilidad presupuestaria aprobada,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA COMBUSTIBLE PJ COTOPAXI,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA FUTURA,1,,,,
,,,,,
